source_file,unit_type,unit_index,text_length,table_like_score,number_count,percent_count,currency_count,date_count,zero_like_count
20_raw_data/pdf/奥林匹克森林公园区域大数据分析报告-20241230-202512291772157987.pdf,page,94,271,22,16,8,0,2,0
20_raw_data/pdf/奥林匹克森林公园区域大数据分析报告-20241230-202512291772157987.pdf,page,95,378,24,35,16,0,2,2
20_raw_data/pdf/奥林匹克森林公园区域大数据分析报告-20241230-202512291772157987.pdf,page,96,433,24,37,22,0,2,0
20_raw_data/pdf/奥林匹克森林公园区域大数据分析报告-20241230-202512291772157987.pdf,page,97,430,24,65,16,0,2,1
20_raw_data/pdf/奥林匹克森林公园区域大数据分析报告-20241230-202512291772157987.pdf,page,98,222,22,14,11,0,2,0
20_raw_data/pdf/奥林匹克森林公园区域大数据分析报告-20241230-202512291772157987.pdf,page,99,286,22,14,11,0,2,1
20_raw_data/pdf/奥林匹克森林公园区域大数据分析报告-20241230-202512291772157987.pdf,page,100,239,22,14,11,0,2,4
20_raw_data/pdf/奥林匹克森林公园区域大数据分析报告-20241230-202512291772157987.pdf,page,101,239,22,14,11,0,2,9
20_raw_data/pdf/奥林匹克森林公园区域大数据分析报告-20241230-202512291772157987.pdf,page,102,191,22,14,11,0,2,8
20_raw_data/pdf/奥林匹克森林公园区域大数据分析报告-20241230-202512291772157987.pdf,page,103,257,20,14,11,0,2,0
20_raw_data/pdf/奥林匹克森林公园区域大数据分析报告-20241230-202512291772157987.pdf,page,104,271,22,16,8,0,2,0
20_raw_data/pdf/奥林匹克森林公园区域大数据分析报告-20241230-202512291772157987.pdf,page,105,449,24,63,16,0,2,1
20_raw_data/pdf/奥林匹克森林公园区域大数据分析报告-20241230-202512291772157987.pdf,page,106,471,24,37,22,0,2,0
20_raw_data/pdf/奥林匹克森林公园区域大数据分析报告-20241230-202512291772157987.pdf,page,107,390,24,39,16,0,2,1
20_raw_data/pdf/奥林匹克森林公园区域大数据分析报告-20241230-202512291772157987.pdf,page,108,430,24,37,22,0,2,0
20_raw_data/pdf/奥林匹克森林公园区域大数据分析报告-20241230-202512291772157987.pdf,page,109,244,20,13,6,0,2,0
20_raw_data/pdf/奥林匹克森林公园区域大数据分析报告-20241230-202512291772157987.pdf,page,110,362,24,31,12,0,2,1
20_raw_data/pdf/奥林匹克森林公园区域大数据分析报告-20241230-202512291772157987.pdf,page,111,452,24,71,18,0,2,3
20_raw_data/pdf/奥林匹克森林公园区域大数据分析报告-20241230-202512291772157987.pdf,page,112,288,22,14,11,0,2,0
20_raw_data/pdf/奥林匹克森林公园区域大数据分析报告-20241230-202512291772157987.pdf,page,113,220,22,14,11,0,2,0
20_raw_data/pdf/奥林匹克森林公园区域大数据分析报告-20241230-202512291772157987.pdf,page,114,243,22,14,11,0,2,7
20_raw_data/pdf/奥林匹克森林公园区域大数据分析报告-20241230-202512291772157987.pdf,page,115,194,22,14,11,0,2,1
20_raw_data/pdf/奥林匹克森林公园区域大数据分析报告-20241230-202512291772157987.pdf,page,116,248,20,14,11,0,2,0
20_raw_data/pdf/奥林匹克森林公园区域大数据分析报告-20241230-202512291772157987.pdf,page,117,240,22,14,11,0,2,4
20_raw_data/pdf/奥林匹克森林公园区域大数据分析报告-20241230-202512291772157987.pdf,page,118,356,24,30,12,0,2,1
20_raw_data/pdf/奥林匹克森林公园区域大数据分析报告-20241230-202512291772157987.pdf,page,119,301,22,23,8,0,2,1
20_raw_data/pdf/奥林匹克森林公园区域大数据分析报告-20241230-202512291772157987.pdf,page,120,358,24,31,12,0,2,2
20_raw_data/pdf/奥林匹克森林公园区域大数据分析报告-20241230-202512291772157987.pdf,page,121,565,24,77,20,20,2,1
20_raw_data/pdf/奥林匹克森林公园区域大数据分析报告-20241230-202512291772157987.pdf,page,122,471,24,63,16,16,2,2
20_raw_data/pdf/奥林匹克森林公园区域大数据分析报告-20241230-202512291772157987.pdf,page,123,420,24,58,14,0,2,1
20_raw_data/pdf/奥林匹克森林公园区域大数据分析报告-20241230-202512291772157987.pdf,page,124,389,24,51,14,0,2,0
20_raw_data/pdf/奥林匹克森林公园区域大数据分析报告-20241230-202512291772157987.pdf,page,125,694,24,94,22,0,3,1
20_raw_data/pdf/奥林匹克森林公园区域大数据分析报告-20241230-202512291772157987.pdf,page,126,603,24,79,20,0,4,4
20_raw_data/pdf/奥林匹克森林公园区域大数据分析报告-20241230-202512291772157987.pdf,page,127,340,24,22,12,0,2,0
20_raw_data/pdf/奥林匹克森林公园区域大数据分析报告-20241230-202512291772157987.pdf,page,128,428,24,41,22,0,2,0
20_raw_data/pdf/奥林匹克森林公园区域大数据分析报告-20241230-202512291772157987.pdf,page,129,259,20,13,6,0,2,0
20_raw_data/pdf/奥林匹克森林公园区域大数据分析报告-20241230-202512291772157987.pdf,page,130,369,24,32,12,0,2,1
20_raw_data/pdf/奥林匹克森林公园区域大数据分析报告-20241230-202512291772157987.pdf,page,131,340,24,22,12,0,2,0
20_raw_data/pdf/奥林匹克森林公园区域大数据分析报告-20241230-202512291772157987.pdf,page,132,428,24,41,22,0,2,0
20_raw_data/pdf/奥林匹克森林公园区域大数据分析报告-20241230-202512291772157987.pdf,page,133,565,24,73,18,0,4,5
20_raw_data/pdf/奥林匹克森林公园区域大数据分析报告-20241230-202512291772157987.pdf,page,134,259,20,13,6,0,2,0
20_raw_data/pdf/奥林匹克森林公园区域大数据分析报告-20241230-202512291772157987.pdf,page,135,389,24,51,14,0,2,0
20_raw_data/pdf/奥林匹克森林公园区域大数据分析报告-20241230-202512291772157987.pdf,page,136,688,24,93,22,0,3,1
20_raw_data/pdf/奥林匹克森林公园区域大数据分析报告-20241230-202512291772157987.pdf,page,137,562,24,76,20,20,2,1
20_raw_data/pdf/奥林匹克森林公园区域大数据分析报告-20241230-202512291772157987.pdf,page,138,358,24,32,12,0,2,5
20_raw_data/pdf/奥林匹克森林公园区域大数据分析报告-20241230-202512291772157987.pdf,page,139,363,24,32,12,0,2,1
20_raw_data/pdf/奥林匹克森林公园区域大数据分析报告-20241230-202512291772157987.pdf,page,140,416,24,60,14,0,2,1
20_raw_data/pdf/奥林匹克森林公园区域大数据分析报告-20241230-202512291772157987.pdf,page,141,303,22,24,8,0,2,1
20_raw_data/pdf/奥林匹克森林公园区域大数据分析报告-20241230-202512291772157987.pdf,page,142,362,24,30,12,0,2,1
20_raw_data/pdf/奥林匹克森林公园区域大数据分析报告-20241230-202512291772157987.pdf,page,143,484,24,67,16,16,2,2
20_raw_data/pdf/奥林匹克森林公园区域大数据分析报告-20241230-202512291772157987.pdf,page,144,694,24,94,22,0,3,2
20_raw_data/pdf/奥林匹克森林公园区域大数据分析报告-20241230-202512291772157987.pdf,page,145,259,20,13,6,0,2,0
20_raw_data/pdf/奥林匹克森林公园区域大数据分析报告-20241230-202512291772157987.pdf,page,146,301,22,23,8,0,2,1
20_raw_data/pdf/奥林匹克森林公园区域大数据分析报告-20241230-202512291772157987.pdf,page,147,420,24,58,14,0,2,1
20_raw_data/pdf/奥林匹克森林公园区域大数据分析报告-20241230-202512291772157987.pdf,page,148,602,24,79,20,0,4,4
20_raw_data/pdf/奥林匹克森林公园区域大数据分析报告-20241230-202512291772157987.pdf,page,149,428,24,41,22,0,2,0
20_raw_data/pdf/奥林匹克森林公园区域大数据分析报告-20241230-202512291772157987.pdf,page,150,471,24,63,16,16,2,2
20_raw_data/pdf/奥林匹克森林公园区域大数据分析报告-20241230-202512291772157987.pdf,page,151,369,24,32,12,0,2,1
20_raw_data/pdf/奥林匹克森林公园区域大数据分析报告-20241230-202512291772157987.pdf,page,152,389,24,51,14,0,2,0
20_raw_data/pdf/奥林匹克森林公园区域大数据分析报告-20241230-202512291772157987.pdf,page,153,340,24,22,12,0,2,0
20_raw_data/pdf/奥林匹克森林公园区域大数据分析报告-20241230-202512291772157987.pdf,page,154,358,24,31,12,0,2,2
20_raw_data/pdf/奥林匹克森林公园区域大数据分析报告-20241230-202512291772157987.pdf,page,155,565,24,77,20,20,2,1
20_raw_data/pdf/奥林匹克森林公园区域大数据分析报告-20241230-202512291772157987.pdf,page,156,356,24,30,12,0,2,1
20_raw_data/pdf/奥林匹克森林公园区域大数据分析报告-20241230-202512291772157987.pdf,page,157,441,24,49,22,0,2,0
20_raw_data/pdf/奥林匹克森林公园区域大数据分析报告-20241230-202512291772157987.pdf,page,158,247,20,13,6,0,2,0
20_raw_data/pdf/奥林匹克森林公园区域大数据分析报告-20241230-202512291772157987.pdf,page,159,308,24,19,10,0,2,0
20_raw_data/pdf/奥林匹克森林公园区域大数据分析报告-20241230-202512291772157987.pdf,page,160,250,20,13,6,0,2,0
20_raw_data/pdf/奥林匹克森林公园区域大数据分析报告-20241230-202512291772157987.pdf,page,161,441,24,49,22,0,2,0
20_raw_data/pdf/奥林匹克森林公园区域大数据分析报告-20241230-202512291772157987.pdf,page,162,306,24,19,10,0,2,0
20_raw_data/pdf/奥林匹克森林公园区域大数据分析报告-20241230-202512291772157987.pdf,page,163,250,20,13,6,0,2,0
20_raw_data/pdf/奥林匹克森林公园区域大数据分析报告-20241230-202512291772157987.pdf,page,164,247,20,13,6,0,2,0
20_raw_data/pdf/奥林匹克森林公园区域大数据分析报告-20241230-202512291772157987.pdf,page,165,441,24,49,22,0,2,0
20_raw_data/pdf/奥林匹克森林公园区域大数据分析报告-20241230-202512291772157987.pdf,page,166,247,20,13,6,0,2,0
20_raw_data/pdf/奥林匹克森林公园区域大数据分析报告-20241230-202512291772157987.pdf,page,167,250,20,13,6,0,2,0
20_raw_data/pdf/奥林匹克森林公园区域大数据分析报告-20241230-202512291772157987.pdf,page,168,308,24,19,10,0,2,0
20_raw_data/pdf/奥林匹克森林公园区域大数据分析报告-20241230-202512291772157987.pdf,page,169,345,24,25,14,0,2,1
20_raw_data/pdf/奥林匹克森林公园区域大数据分析报告-20241230-202512291772157987.pdf,page,170,433,24,37,22,0,2,8
20_raw_data/pdf/奥林匹克森林公园区域大数据分析报告-20241230-202512291772157987.pdf,page,171,438,24,37,22,0,2,5
20_raw_data/pdf/奥林匹克森林公园区域大数据分析报告-20241230-202512291772157987.pdf,page,172,283,20,13,6,0,2,0
20_raw_data/pdf/奥林匹克森林公园区域大数据分析报告-20241230-202512291772157987.pdf,page,173,455,24,37,22,0,2,0
20_raw_data/pdf/奥林匹克森林公园区域大数据分析报告-20241230-202512291772157987.pdf,page,174,336,24,22,12,0,2,0
20_raw_data/pdf/奥林匹克森林公园区域大数据分析报告-20241230-202512291772157987.pdf,page,175,436,24,37,22,0,2,0
20_raw_data/pdf/奥林匹克森林公园区域大数据分析报告-20241230-202512291772157987.pdf,page,176,465,24,37,22,0,2,3
20_raw_data/pdf/奥林匹克森林公园区域大数据分析报告-20241230-202512291772157987.pdf,page,177,347,24,25,14,0,2,0
20_raw_data/pdf/奥林匹克森林公园区域大数据分析报告-20241230-202512291772157987.pdf,page,178,365,24,28,16,0,2,1
20_raw_data/pdf/奥林匹克森林公园区域大数据分析报告-20241230-202512291772157987.pdf,page,179,419,24,37,22,0,2,0
20_raw_data/pdf/奥林匹克森林公园区域大数据分析报告-20241230-202512291772157987.pdf,page,180,461,24,37,22,0,2,0
20_raw_data/pdf/奥林匹克森林公园区域大数据分析报告-20241230-202512291772157987.pdf,page,181,414,24,37,22,0,2,0
20_raw_data/pdf/奥林匹克森林公园区域大数据分析报告-20241230-202512291772157987.pdf,page,182,342,24,25,14,0,2,1
20_raw_data/pdf/奥林匹克森林公园区域大数据分析报告-20241230-202512291772157987.pdf,page,183,425,24,37,22,0,2,9
20_raw_data/pdf/奥林匹克森林公园区域大数据分析报告-20241230-202512291772157987.pdf,page,184,436,24,37,22,0,2,6
20_raw_data/pdf/奥林匹克森林公园区域大数据分析报告-20241230-202512291772157987.pdf,page,185,343,24,25,14,0,2,1
20_raw_data/pdf/奥林匹克森林公园区域大数据分析报告-20241230-202512291772157987.pdf,page,186,464,24,37,22,0,2,6
20_raw_data/pdf/奥林匹克森林公园区域大数据分析报告-20241230-202512291772157987.pdf,page,187,360,24,28,16,0,2,2
20_raw_data/pdf/奥林匹克森林公园区域大数据分析报告-20241230-202512291772157987.pdf,page,188,432,24,37,22,0,2,0
20_raw_data/pdf/奥林匹克森林公园区域大数据分析报告-20241230-202512291772157987.pdf,page,189,333,24,22,12,0,2,0
20_raw_data/pdf/奥林匹克森林公园区域大数据分析报告-20241230-202512291772157987.pdf,page,190,283,20,13,6,0,2,0
20_raw_data/pdf/奥林匹克森林公园区域大数据分析报告-20241230-202512291772157987.pdf,page,191,365,24,28,16,0,2,1
20_raw_data/pdf/奥林匹克森林公园区域大数据分析报告-20241230-202512291772157987.pdf,page,192,465,24,37,22,0,2,3
20_raw_data/pdf/奥林匹克森林公园区域大数据分析报告-20241230-202512291772157987.pdf,page,193,336,24,22,12,0,2,0
20_raw_data/pdf/奥林匹克森林公园区域大数据分析报告-20241230-202512291772157987.pdf,page,194,455,24,37,22,0,2,0
20_raw_data/pdf/奥林匹克森林公园区域大数据分析报告-20241230-202512291772157987.pdf,page,195,438,24,37,22,0,2,5
20_raw_data/pdf/奥林匹克森林公园区域大数据分析报告-20241230-202512291772157987.pdf,page,196,419,24,37,22,0,2,0
20_raw_data/pdf/奥林匹克森林公园区域大数据分析报告-20241230-202512291772157987.pdf,page,197,283,20,13,6,0,2,0
20_raw_data/pdf/奥林匹克森林公园区域大数据分析报告-20241230-202512291772157987.pdf,page,198,345,24,25,14,0,2,1
20_raw_data/pdf/奥林匹克森林公园区域大数据分析报告-20241230-202512291772157987.pdf,page,199,433,24,37,22,0,2,8
20_raw_data/pdf/奥林匹克森林公园区域大数据分析报告-20241230-202512291772157987.pdf,page,200,347,24,25,14,0,2,0
20_raw_data/pdf/奥林匹克森林公园区域大数据分析报告-20241230-202512291772157987.pdf,page,201,430,24,37,22,0,2,0
20_raw_data/pdf/奥林匹克森林公园区域大数据分析报告-20241230-202512291772157987.pdf,page,202,432,24,37,22,0,2,0
20_raw_data/pdf/奥林匹克森林公园区域大数据分析报告-20241230-202512291772157987.pdf,page,203,442,24,37,22,0,2,0
20_raw_data/pdf/奥林匹克森林公园区域大数据分析报告-20241230-202512291772157987.pdf,page,204,342,24,25,14,0,2,2
20_raw_data/pdf/奥林匹克森林公园区域大数据分析报告-20241230-202512291772157987.pdf,page,205,304,24,19,10,0,2,0
20_raw_data/pdf/奥林匹克森林公园区域大数据分析报告-20241230-202512291772157987.pdf,page,206,428,24,37,22,0,2,3
20_raw_data/pdf/奥林匹克森林公园区域大数据分析报告-20241230-202512291772157987.pdf,page,207,321,24,22,12,0,2,2
20_raw_data/pdf/奥林匹克森林公园区域大数据分析报告-20241230-202512291772157987.pdf,page,208,340,24,25,14,0,2,4
20_raw_data/pdf/奥林匹克森林公园区域大数据分析报告-20241230-202512291772157987.pdf,page,209,430,24,37,22,0,2,2
20_raw_data/pdf/奥林匹克森林公园区域大数据分析报告-20241230-202512291772157987.pdf,page,210,368,24,28,16,0,2,2
20_raw_data/pdf/奥林匹克森林公园区域大数据分析报告-20241230-202512291772157987.pdf,page,211,316,24,22,12,0,2,0
20_raw_data/pdf/奥林匹克森林公园区域大数据分析报告-20241230-202512291772157987.pdf,page,212,360,24,28,16,0,2,2
20_raw_data/pdf/奥林匹克森林公园区域大数据分析报告-20241230-202512291772157987.pdf,page,213,325,24,22,12,0,2,0
20_raw_data/pdf/奥林匹克森林公园区域大数据分析报告-20241230-202512291772157987.pdf,page,214,344,24,25,14,0,2,2
20_raw_data/pdf/奥林匹克森林公园区域大数据分析报告-20241230-202512291772157987.pdf,page,215,303,24,19,10,0,2,0
20_raw_data/pdf/奥林匹克森林公园区域大数据分析报告-20241230-202512291772157987.pdf,page,216,323,24,22,12,0,2,0
20_raw_data/pdf/奥林匹克森林公园区域大数据分析报告-20241230-202512291772157987.pdf,page,217,444,24,37,22,0,2,0
20_raw_data/pdf/奥林匹克森林公园区域大数据分析报告-20241230-202512291772157987.pdf,page,218,299,24,19,10,0,2,0
20_raw_data/pdf/奥林匹克森林公园区域大数据分析报告-20241230-202512291772157987.pdf,page,219,430,24,37,22,0,2,0
20_raw_data/pdf/奥林匹克森林公园区域大数据分析报告-20241230-202512291772157987.pdf,page,220,414,24,34,20,0,2,0
20_raw_data/pdf/奥林匹克森林公园区域大数据分析报告-20241230-202512291772157987.pdf,page,221,316,24,22,12,0,2,0
20_raw_data/pdf/奥林匹克森林公园区域大数据分析报告-20241230-202512291772157987.pdf,page,222,301,24,19,10,0,2,0
20_raw_data/pdf/奥林匹克森林公园区域大数据分析报告-20241230-202512291772157987.pdf,page,223,370,24,28,16,0,2,0
20_raw_data/pdf/奥林匹克森林公园区域大数据分析报告-20241230-202512291772157987.pdf,page,224,411,24,34,20,0,2,0
20_raw_data/pdf/奥林匹克森林公园区域大数据分析报告-20241230-202512291772157987.pdf,page,225,342,24,25,14,0,2,0
20_raw_data/pdf/奥林匹克森林公园区域大数据分析报告-20241230-202512291772157987.pdf,page,226,323,24,22,12,0,2,0
20_raw_data/pdf/奥林匹克森林公园区域大数据分析报告-20241230-202512291772157987.pdf,page,227,302,24,19,10,0,2,0
20_raw_data/pdf/奥林匹克森林公园区域大数据分析报告-20241230-202512291772157987.pdf,page,228,288,22,16,8,0,2,0
20_raw_data/pdf/奥林匹克森林公园区域大数据分析报告-20241230-202512291772157987.pdf,page,229,442,24,37,22,0,2,0
20_raw_data/pdf/奥林匹克森林公园区域大数据分析报告-20241230-202512291772157987.pdf,page,230,428,24,37,22,0,2,3
20_raw_data/pdf/奥林匹克森林公园区域大数据分析报告-20241230-202512291772157987.pdf,page,231,437,24,37,22,0,2,0
20_raw_data/pdf/奥林匹克森林公园区域大数据分析报告-20241230-202512291772157987.pdf,page,232,321,24,22,12,0,2,2
20_raw_data/pdf/奥林匹克森林公园区域大数据分析报告-20241230-202512291772157987.pdf,page,233,432,24,37,22,0,2,0
20_raw_data/pdf/奥林匹克森林公园区域大数据分析报告-20241230-202512291772157987.pdf,page,234,316,24,22,12,0,2,0
20_raw_data/pdf/奥林匹克森林公园区域大数据分析报告-20241230-202512291772157987.pdf,page,235,340,24,25,14,0,2,4
20_raw_data/pdf/奥林匹克森林公园区域大数据分析报告-20241230-202512291772157987.pdf,page,236,430,24,37,22,0,2,2
20_raw_data/pdf/奥林匹克森林公园区域大数据分析报告-20241230-202512291772157987.pdf,page,237,325,24,22,12,0,2,0
20_raw_data/pdf/奥林匹克森林公园区域大数据分析报告-20241230-202512291772157987.pdf,page,238,368,24,28,16,0,2,2
20_raw_data/pdf/奥林匹克森林公园区域大数据分析报告-20241230-202512291772157987.pdf,page,239,430,24,37,22,0,2,0
20_raw_data/pdf/奥林匹克森林公园区域大数据分析报告-20241230-202512291772157987.pdf,page,240,342,24,25,14,0,2,2
20_raw_data/pdf/奥林匹克森林公园区域大数据分析报告-20241230-202512291772157987.pdf,page,241,304,24,19,10,0,2,0
20_raw_data/pdf/奥林匹克森林公园区域大数据分析报告-20241230-202512291772157987.pdf,page,242,360,24,28,16,0,2,2
20_raw_data/pdf/奥林匹克森林公园区域大数据分析报告-20241230-202512291772157987.pdf,page,243,344,24,25,14,0,2,2
20_raw_data/pdf/奥林匹克森林公园区域大数据分析报告-20241230-202512291772157987.pdf,page,244,512,24,60,22,0,5,0
20_raw_data/pdf/奥林匹克森林公园区域大数据分析报告-20241230-202512291772157987.pdf,page,245,477,24,46,22,0,2,5
20_raw_data/pdf/奥林匹克森林公园区域大数据分析报告-20241230-202512291772157987.pdf,page,246,453,24,43,20,0,2,3
20_raw_data/pdf/奥林匹克森林公园区域大数据分析报告-20241230-202512291772157987.pdf,page,247,514,24,60,22,0,5,0
20_raw_data/pdf/奥林匹克森林公园区域大数据分析报告-20241230-202512291772157987.pdf,page,248,477,24,46,22,0,2,5
20_raw_data/pdf/奥林匹克森林公园区域大数据分析报告-20241230-202512291772157987.pdf,page,249,512,24,60,22,0,5,0
20_raw_data/pdf/奥林匹克森林公园区域大数据分析报告-20241230-202512291772157987.pdf,page,250,9,0,0,0,0,0,0
20_raw_data/ppt/AI (1)(1).pptx,slide,1,95,7,4,0,0,3,0
20_raw_data/ppt/AI (1)(1).pptx,slide,2,226,19,14,5,1,0,0
20_raw_data/ppt/AI (1)(1).pptx,slide,3,175,17,9,3,0,0,0
20_raw_data/ppt/AI (1)(1).pptx,slide,4,312,22,24,8,1,0,1
20_raw_data/ppt/AI (1)(1).pptx,slide,5,252,4,2,0,0,0,0
20_raw_data/ppt/AI (1)(1).pptx,slide,6,242,11,5,2,0,0,1
20_raw_data/ppt/AI (1)(1).pptx,slide,7,172,8,7,0,2,0,1
20_raw_data/ppt/AI (1)(1).pptx,slide,8,155,8,5,0,2,0,0
20_raw_data/ppt/AI (1)(1).pptx,slide,9,151,5,4,0,2,0,0
20_raw_data/ppt/AI (1)(1).pptx,slide,10,157,6,7,0,2,0,0
20_raw_data/ppt/AI (1)(1).pptx,slide,11,249,13,28,1,2,0,1
20_raw_data/ppt/AI (1)(1).pptx,slide,12,145,10,7,1,0,0,0
20_raw_data/ppt/AI (1)(1).pptx,slide,13,281,3,1,0,1,0,0
20_raw_data/ppt/AI (1)(1).pptx,slide,14,248,9,8,0,2,0,0
20_raw_data/ppt/AI (1)(1).pptx,slide,15,107,4,2,0,0,2,0
20_raw_data/ppt/奥森修改稿0306.pptx,slide,1,55,1,1,0,0,0,0
20_raw_data/ppt/奥森修改稿0306.pptx,slide,2,107,6,6,0,0,0,0
20_raw_data/ppt/奥森修改稿0306.pptx,slide,3,255,10,12,0,0,2,0
20_raw_data/ppt/奥森修改稿0306.pptx,slide,4,215,15,8,2,3,0,0
20_raw_data/ppt/奥森修改稿0306.pptx,slide,5,320,18,13,4,0,0,6
20_raw_data/ppt/奥森修改稿0306.pptx,slide,6,396,14,19,2,6,0,0
20_raw_data/ppt/奥森修改稿0306.pptx,slide,7,364,13,22,1,8,0,0
20_raw_data/ppt/奥森修改稿0306.pptx,slide,8,342,13,20,3,9,0,0
20_raw_data/ppt/奥森修改稿0306.pptx,slide,9,589,20,51,6,33,0,12
20_raw_data/ppt/奥森修改稿0306.pptx,slide,10,224,17,13,3,8,0,3
20_raw_data/ppt/奥森修改稿0306.pptx,slide,11,310,0,5,0,0,0,0
20_raw_data/ppt/奥森修改稿0306.pptx,slide,12,280,5,4,1,1,0,0
20_raw_data/ppt/奥森修改稿0306.pptx,slide,13,302,4,14,0,0,0,1
20_raw_data/ppt/奥森修改稿0306.pptx,slide,14,353,9,8,1,0,0,0
20_raw_data/ppt/奥森修改稿0306.pptx,slide,15,156,5,4,0,2,0,2
