source_file,unit_type,unit_index,pymupdf_table_count,table_like_score,numeric_count,percent_count,currency_count,snippet
20_raw_data/pdf/城市绿心公园区域大数据分析报告-20221023-20231022(1).pdf,page,51,1,22,39,22,0,Dream Deck A10人群画像分析-财富属性-到访4S店品牌 到访4S店品牌 人群覆盖度 北京市大盘 TGI 奔驰 10.26% 183 宝马 10.53% 84 丰田 7.97% 85 沃尔沃 3.41% 197 奥迪 6.51% 93 比亚迪 1.57% 298 上海大众 6.38% 73 一汽大众 6.24% 71 长安 2.57% 105 东风 2.42% 109 18.82% 8.95% 6.80% 6.73% 6.09
20_raw_data/pdf/城市绿心公园区域大数据分析报告-20221023-20231022(1).pdf,page,52,1,22,22,8,0,Dream Deck A10人群画像分析-财富属性-通勤方式 0 10 20 30 40 50 60 70 公交 自驾 地铁 通勤方式 占比 北京市大盘 TGI 公交 60.53% 55.59% 108 自驾 20.22% 14.74% 137 地铁 19.24% 29.67% 64 20221023-20231022期间到访“城市绿心公园”的流动人口中，通勤方式“公交”的占比最高， 为60.53%（北京市通勤方式“公交”占比55.59
20_raw_data/pdf/城市绿心公园区域大数据分析报告-20221023-20231022(1).pdf,page,53,1,24,64,16,16,Dream Deck A10人群画像分析-财富属性-餐饮消费水平 0 5 10 15 20 25 30 35 40 45 101-150元51-100元 50元以内151-200元201-300元301-500元500元以上 餐饮消费水平 占比 北京市大盘 TGI 101-150元 40.05% 33.23% 120 51-100元 29.44% 31.41% 93 50元以内 17.07% 21.04% 81 151-200元 7.2
20_raw_data/pdf/城市绿心公园区域大数据分析报告-20221023-20231022(1).pdf,page,54,1,20,11,6,0,Dream Deck A10人群画像分析-财富属性-是否有车v2 是 否 是否有车v2 占比 北京市大盘 TGI 是 76.78% 52.98% 144 否 23.22% 47.02% 49 20221023-20231022期间到访“城市绿心公园”的流动人口中，是否有车v2“是”的占比最高， 为76.78%（北京市是否有车v2“是”占比52.98%）。
20_raw_data/pdf/城市绿心公园区域大数据分析报告-20221023-20231022(1).pdf,page,55,1,24,56,14,0,Dream Deck A10人群画像分析-财富属性-餐饮消费频次 0 10 20 30 40 50 60 1-2次 11次及以上 3-4次 5-6次 7-8次 9-10次 餐饮消费频次 占比 北京市大盘 TGI 1-2次 53.41% 67.94% 78 11次及以上 17.68% 7.15% 247 3-4次 14.67% 13.90% 105 5-6次 7.19% 5.90% 121 7-8次 4.19% 3.17% 132 9-1
20_raw_data/pdf/城市绿心公园区域大数据分析报告-20221023-20231022(1).pdf,page,56,1,24,30,12,0,Dream Deck A10人群画像分析-财富属性-城市消费水平v2 0 5 10 15 20 25 30 35 40 45 中 次高 高 次低 低 城市消费水平v2 占比 北京市大盘 TGI 中 41.41% 40.69% 101 次高 22.41% 20.11% 111 高 19.11% 10.00% 191 次低 11.94% 19.20% 62 低 5.12% 10.00% 51 20221023-20231022期间到访“城市
20_raw_data/pdf/城市绿心公园区域大数据分析报告-20221023-20231022(1).pdf,page,57,1,24,90,22,0,Dream Deck A10人群画像分析-财富属性-居住社区房价细分 0 5 10 15 20 25 30 40000-49999 50000-59999 30000-39999 10000-19999 20000-29999 60000-69999 >=100000 70000-79999 5000-7999 90000-99999 8000-9999 80000-89999 2000-4999 居住社区房价细分 占比 北京市大盘 T
20_raw_data/pdf/城市绿心公园区域大数据分析报告-20221023-20231022(1).pdf,page,58,1,24,29,12,0,Dream Deck A10人群画像分析-财富属性-酒店消费价格等级 0 5 10 15 20 25 30 35 40 中 次高 高 次低 低 酒店消费价格等级 占比 北京市大盘 TGI 中 37.68% 36.90% 102 次高 26.09% 24.25% 107 高 16.70% 15.77% 105 次低 13.22% 16.08% 82 低 6.30% 7.00% 90 20221023-20231022期间到访“城市绿心公园
20_raw_data/pdf/城市绿心公园区域大数据分析报告-20221023-20231022(1).pdf,page,59,1,24,74,20,20,Dream Deck A10人群画像分析-财富属性-酒店消费水平 0 5 10 15 20 25 601-800元 151-300元 451-600元 301-450元 801-1000元 1001-1500元 150元以内 1501-2000元 2000元以上 酒店消费水平 占比 北京市大盘 TGI 601-800元 19.56% 17.82% 109 151-300元 18.37% 19.91% 92 451-600元 17.48%
20_raw_data/pdf/城市绿心公园区域大数据分析报告-20221023-20231022(1).pdf,page,60,1,24,49,14,0,Dream Deck A10人群画像分析-财富属性-商场到店频次 1-2次 3-4次 5-6次 11次及以上 7-8次 9-10次 商场到店频次 占比 北京市大盘 TGI 1-2次 56.60% 65.95% 85 3-4次 19.49% 18.10% 107 5-6次 8.53% 7.06% 120 11次及以上 8.47% 3.94% 215 7-8次 4.35% 3.25% 133 9-10次 2.54% 1.70% 150 20
20_raw_data/pdf/城市绿心公园区域大数据分析报告-20221023-20231022(1).pdf,page,61,1,24,20,12,0,Dream Deck A10人群画像分析-财富属性-居住社区房价等级 中 次低 次高 低 高 居住社区房价等级 占比 北京市大盘 TGI 中 51.35% 41.10% 124 次低 15.04% 20.38% 73 次高 15.01% 20.64% 72 低 10.85% 7.54% 143 高 7.75% 10.34% 74 20221023-20231022期间到访“城市绿心公园”的流动人口中，居住社区房价等级“中”的占 比最高，
20_raw_data/pdf/城市绿心公园区域大数据分析报告-20221023-20231022(1).pdf,page,62,1,22,47,22,0,Dream Deck A10人群画像分析-旅行偏好-出游月份 出游月份 人群覆盖度 北京市大盘 TGI 08月 47.59% 112 01月 46.03% 112 05月 46.86% 105 07月 42.17% 117 06月 35.41% 113 09月 39.01% 100 02月 33.76% 107 04月 30.37% 118 03月 24.15% 119 10月 13.17% 118 53.59% 51.69% 49.5
20_raw_data/pdf/城市绿心公园区域大数据分析报告-20221023-20231022(1).pdf,page,63,1,20,11,6,0,Dream Deck A10人群画像分析-旅行偏好-出国游 否 是 出国游 占比 北京市大盘 TGI 否 95.75% 96.64% 99 是 4.25% 3.36% 126 20221023-20231022期间到访“城市绿心公园”的流动人口中，出国游“否”的占比最高，为 95.75%（北京市出国游“否”占比96.64%）。
20_raw_data/pdf/城市绿心公园区域大数据分析报告-20221023-20231022(1).pdf,page,64,1,24,17,10,0,Dream Deck A10人群画像分析-旅行偏好-旅游距离 长途 无出游 近途 中途 旅游距离 占比 北京市大盘 TGI 长途 29.00% 18.95% 153 无出游 28.86% 53.22% 54 近途 23.67% 14.97% 158 中途 18.47% 12.85% 143 20221023-20231022期间到访“城市绿心公园”的流动人口中，旅游距离“长途”的占比最高， 为29.00%（北京市旅游距离“长途”占比18
20_raw_data/pdf/城市绿心公园区域大数据分析报告-20221023-20231022(1).pdf,page,65,1,20,11,6,0,Dream Deck A10人群画像分析-旅行偏好-差旅常客 否 是 差旅常客 占比 北京市大盘 TGI 否 90.73% 94.98% 95 是 9.27% 5.02% 184 20221023-20231022期间到访“城市绿心公园”的流动人口中，差旅常客“否”的占比最高， 为90.73%（北京市差旅常客“否”占比94.98%）。
20_raw_data/pdf/城市绿心公园区域大数据分析报告-20221023-20231022(1).pdf,page,66,1,22,20,12,0,Dream Deck A10人群画像分析-到访偏好-酒店宾馆 酒店宾馆 人群覆盖度 北京市大盘 TGI 星级酒店 16.85% 155 经济型酒店 9.50% 166 度假村 3.37% 271 公寓式酒店 3.52% 213 旅馆招待所 1.77% 209 26.12% 15.84% 9.14% 7.52% 3.71% 20221023-20231022期间到访“城市绿心公园”的流动人口中，酒店宾馆“星级酒店”的人群 覆盖度最高，为2
20_raw_data/pdf/城市绿心公园区域大数据分析报告-20221023-20231022(1).pdf,page,67,1,22,35,22,0,Dream Deck A10人群画像分析-到访偏好-医疗保健 医疗保健 人群覆盖度 北京市大盘 TGI 综合医院 23.29% 142 药房药店 1.39% 287 专科医院 妇产科 1.09% 267 专科医院 齿科 1.10% 242 专科医院 其它专科医院 1.19% 212 专科医院 儿科 0.56% 351 专科医院 整形 0.50% 341 专科医院 肿瘤 0.50% 253 专科医院 眼科 0.24% 337 专科医院 骨
20_raw_data/pdf/城市绿心公园区域大数据分析报告-20221023-20231022(1).pdf,page,68,1,22,35,22,0,Dream Deck A10人群画像分析-到访偏好-运动健身 运动健身 人群覆盖度 北京市大盘 TGI 高尔夫场 3.96% 234 健身中心 2.38% 256 综合体育场馆 3.09% 190 台球馆 0.94% 219 滑雪 0.93% 202 瑜伽 0.56% 271 游泳馆 0.42% 249 溜冰 0.14% 377 舞蹈 0.19% 251 足球场 0.09% 359 9.28% 6.11% 5.89% 2.06% 1.8
20_raw_data/pdf/城市绿心公园区域大数据分析报告-20221023-20231022(1).pdf,page,69,1,22,35,22,0,Dream Deck A10人群画像分析-到访偏好-旅游景点 旅游景点 人群覆盖度 北京市大盘 TGI 公园 14.55% 203 风景名胜 8.02% 202 国家级景点 8.29% 195 城市广场 3.24% 227 植物园 0.43% 400 动物园 0.41% 386 世界遗产 0.65% 213 寺庙道观 0.41% 248 省级景点 0.41% 251 水族馆 0.07% 272 29.66% 16.23% 16.19% 
20_raw_data/pdf/城市绿心公园区域大数据分析报告-20221023-20231022(1).pdf,page,70,1,22,35,22,0,Dream Deck A10人群画像分析-到访偏好-美食 美食 人群覆盖度 北京市大盘 TGI 小吃快餐 4.67% 223 火锅 2.11% 250 清真 1.34% 313 烧烤 1.15% 301 日韩菜 0.92% 261 面包甜点 0.83% 285 冷饮店 0.95% 216 家常菜 0.50% 370 西餐 0.70% 255 私家菜 0.42% 319 10.45% 5.29% 4.20% 3.48% 2.39% 2.3
20_raw_data/pdf/城市绿心公园区域大数据分析报告-20221023-20231022(1).pdf,page,71,1,22,23,14,0,Dream Deck A10人群画像分析-到访偏好-汽车 汽车 人群覆盖度 北京市大盘 TGI 汽车销售 8.73% 224 汽车维修 4.85% 259 驾校 2.92% 217 车辆管理机构 2.02% 310 二手车交易市场 1.31% 321 汽车租赁 0.56% 262 19.57% 12.59% 6.36% 6.27% 4.21% 1.48% 20221023-20231022期间到访“城市绿心公园”的流动人口中，汽车“汽车
20_raw_data/pdf/城市绿心公园区域大数据分析报告-20221023-20231022(1).pdf,page,72,1,22,35,22,0,Dream Deck A10人群画像分析-到访偏好-娱乐休闲 娱乐休闲 人群覆盖度 北京市大盘 TGI 洗浴推拿足疗 4.27% 232 户外活动:游乐场 1.20% 276 咖啡厅 1.35% 241 剧场音乐厅 1.73% 181 网吧 0.77% 227 酒吧 0.47% 299 度假疗养 0.43% 256 电影院 0.42% 244 户外活动:水上活动中心 0.27% 219 夜总会 0.09% 326 9.92% 3.31%
20_raw_data/pdf/城市绿心公园区域大数据分析报告-20221023-20231022(1).pdf,page,73,1,22,26,16,0,Dream Deck A10人群画像分析-到访偏好-教育学校 教育学校 人群覆盖度 北京市大盘 TGI 大学 14.40% 134 培训 4.63% 219 中学 4.84% 193 小学 3.89% 216 幼儿园 3.10% 227 职业技术学校 1.78% 235 成人教育 0.23% 293 19.39% 10.15% 9.36% 8.42% 7.05% 4.19% 0.67% 20221023-20231022期间到访“城市绿
20_raw_data/pdf/城市绿心公园区域大数据分析报告-20221023-20231022(1).pdf,page,74,1,22,35,22,0,Dream Deck A10人群画像分析-到访偏好-到访偏好大类 到访偏好大类 人群覆盖度 北京市大盘 TGI 购物 65.74% 125 房产（楼宇类型） 62.14% 119 旅游景点 33.49% 159 酒店宾馆 35.78% 138 美食 31.90% 149 医疗保健 31.59% 140 教育学校 30.26% 135 基础设施 25.82% 148 汽车 15.90% 211 娱乐休闲 12.56% 190 82.66%
20_raw_data/pdf/城市绿心公园区域大数据分析报告-20221023-20231022(1).pdf,page,75,1,18,11,6,0,Dream Deck A10人群画像分析-到访偏好-基础设施 基础设施 人群覆盖度 北京市大盘 TGI 交通设施 飞机场 12.32% 158 交通设施 火车站 14.09% 127 19.48% 17.99% 20221023-20231022期间到访“城市绿心公园”的流动人口中，基础设施“交通设施飞机场” 的人群覆盖度最高，为19.48%（北京市基础设施“交通设施飞机场”人群覆盖度12.32%）。
20_raw_data/pdf/城市绿心公园区域大数据分析报告-20221023-20231022(1).pdf,page,76,1,22,17,10,0,Dream Deck A10人群画像分析-APP偏好-健康 健康 人群覆盖度 北京市大盘 TGI 医疗用药 16.81% 122 运动健身 12.38% 108 经期孕期 3.19% 129 健康养生 2.42% 114 20.59% 13.48% 4.14% 2.77% 20221023-20231022期间到访“城市绿心公园”的流动人口中，健康“医疗用药”的人群覆盖 度最高，为20.59%（北京市健康“医疗用药”人群覆盖度16.81
20_raw_data/pdf/城市绿心公园区域大数据分析报告-20221023-20231022(1).pdf,page,77,1,22,35,22,0,Dream Deck A10人群画像分析-APP偏好-APP偏好大类 APP偏好大类 人群覆盖度 北京市大盘 TGI 社交 95.18% 100 购物 93.09% 101 视频 88.71% 102 系统 89.41% 101 工具 88.72% 101 出行 84.29% 106 音乐 82.66% 102 理财 78.03% 105 生活 75.96% 108 阅读 78.94% 101 95.40% 94.29% 90.80% 
20_raw_data/pdf/城市绿心公园区域大数据分析报告-20221023-20231022(1).pdf,page,78,1,22,20,12,0,Dream Deck A10人群画像分析-APP偏好-旅游 旅游 人群覆盖度 北京市大盘 TGI 户外游 46.85% 106 旅游服务 36.23% 117 旅游攻略 2.01% 127 周边游 0.94% 191 旅行住宿 1.32% 129 50.01% 42.65% 2.56% 1.81% 1.71% 20221023-20231022期间到访“城市绿心公园”的流动人口中，旅游“户外游”的人群覆盖度 最高，为50.01%（北京市
20_raw_data/pdf/城市绿心公园区域大数据分析报告-20221023-20231022(1).pdf,page,79,1,22,20,12,0,Dream Deck A10人群画像分析-APP偏好-视频 视频 人群覆盖度 北京市大盘 TGI 在线视频 86.47% 102 视频制作 24.23% 96 远程监控 17.72% 121 直播 8.46% 96 视频播放器 2.36% 109 88.89% 23.42% 21.50% 8.14% 2.58% 20221023-20231022期间到访“城市绿心公园”的流动人口中，视频“在线视频”的人群覆盖 度最高，为88.89%（北
20_raw_data/pdf/城市绿心公园区域大数据分析报告-20221023-20231022(1).pdf,page,80,1,22,35,22,0,Dream Deck A10人群画像分析-APP偏好-游戏 游戏 人群覆盖度 北京市大盘 TGI 休闲益智 31.64% 94 好游快爆标签 22.29% 109 ACT-动作 14.51% 130 动作冒险 11.94% 91 特色标签 9.88% 109 飞行/射击 7.06% 88 其他 7.30% 75 棋牌 3.53% 105 棋牌中心 3.49% 105 休闲 3.01% 81 29.81% 24.46% 18.90% 10
20_raw_data/pdf/城市绿心公园区域大数据分析报告-20221023-20231022(1).pdf,page,81,1,22,23,14,0,Dream Deck A10人群画像分析-APP偏好-摄影 摄影 人群覆盖度 北京市大盘 TGI 相机 49.61% 106 图片分享 16.89% 118 编辑美化 10.96% 104 相册/图库 3.61% 98 人像美化 0.99% 131 视频 0.32% 122 52.79% 20.04% 11.47% 3.57% 1.30% 0.40% 20221023-20231022期间到访“城市绿心公园”的流动人口中，摄影“相机”的
20_raw_data/pdf/城市绿心公园区域大数据分析报告-20221023-20231022(1).pdf,page,82,1,22,35,22,0,Dream Deck A10人群画像分析-APP偏好-系统 系统 人群覆盖度 北京市大盘 TGI 文件管理 74.78% 104 应用管理 73.31% 102 备份还原 47.75% 112 内存优化 44.43% 107 省电 40.01% 106 安全 26.27% 99 手机设置 8.87% 84 root 6.45% 85 垃圾清理 1.33% 87 智能连接 0.92% 125 78.24% 75.48% 53.65% 47
20_raw_data/pdf/城市绿心公园区域大数据分析报告-20221023-20231022(1).pdf,page,83,1,22,26,16,0,Dream Deck A10人群画像分析-APP偏好-教育 教育 人群覆盖度 北京市大盘 TGI 语言学习 34.21% 104 在线学堂 26.41% 110 家长学堂 11.84% 132 儿童教育 9.42% 133 考试 6.15% 96 行业知识 1.28% 80 出国留学 0.54% 83 35.59% 29.08% 15.71% 12.55% 5.93% 1.03% 0.45% 20221023-20231022期间到访“
20_raw_data/pdf/城市绿心公园区域大数据分析报告-20221023-20231022(1).pdf,page,84,1,22,35,22,0,Dream Deck A10人群画像分析-APP偏好-生活 生活 人群覆盖度 北京市大盘 TGI 汽车服务 45.08% 131 配送 45.99% 109 生活服务 36.84% 118 食材 14.02% 132 买车 11.61% 154 家装 13.24% 117 美食 11.03% 128 招聘/求职 11.63% 121 租房 5.71% 110 票务 3.65% 129 59.36% 50.47% 43.58% 18.58
20_raw_data/pdf/城市绿心公园区域大数据分析报告-20221023-20231022(1).pdf,page,85,1,22,35,22,0,Dream Deck A10人群画像分析-APP偏好-购物 购物 人群覆盖度 北京市大盘 TGI 商城 81.97% 104 导购 79.93% 101 购物支付 75.30% 105 团购 55.17% 111 综合商场 33.32% 136 商业步行街 17.60% 136 家具家居建材 7.44% 229 在线交易 4.95% 117 图书音像 1.67% 218 数码家电 1.05% 311 85.33% 81.52% 79.5
20_raw_data/pdf/城市绿心公园区域大数据分析报告-20221023-20231022(1).pdf,page,86,1,22,35,22,0,Dream Deck A10人群画像分析-APP偏好-出行 出行 人群覆盖度 北京市大盘 TGI 地图 81.86% 106 打车拼车 26.57% 135 火车/高铁 22.47% 113 出行服务 16.10% 152 公交/地铁 13.52% 100 航班 8.58% 133 租车用车 6.11% 151 导航 0.57% 222 酒店信息 0.92% 132 大巴 0.18% 109 87.56% 35.91% 25.51% 2
20_raw_data/pdf/城市绿心公园区域大数据分析报告-20221023-20231022(1).pdf,page,87,1,22,23,14,0,Dream Deck A10人群画像分析-APP偏好-社交 社交 人群覆盖度 北京市大盘 TGI 聊天/交友 94.80% 100 个性空间 33.84% 114 社区 33.82% 104 聊天工具 5.33% 83 婚恋 2.28% 114 直播 0.08% 89 95.04% 38.88% 35.39% 4.46% 2.60% 0.07% 20221023-20231022期间到访“城市绿心公园”的流动人口中，社交“聊天/交友”的
20_raw_data/pdf/城市绿心公园区域大数据分析报告-20221023-20231022(1).pdf,page,88,1,22,26,16,0,Dream Deck A10人群画像分析-APP偏好-理财 理财 人群覆盖度 北京市大盘 TGI 手机银行 61.55% 112 投资 36.26% 114 钱包 35.81% 112 借贷 12.61% 129 记账 12.00% 112 账户查询 4.35% 142 投注 0.34% 94 69.03% 41.59% 40.18% 16.38% 13.53% 6.20% 0.32% 20221023-20231022期间到访“城市绿
20_raw_data/pdf/城市绿心公园区域大数据分析报告-20221023-20231022(1).pdf,page,89,1,22,23,14,0,Dream Deck A10人群画像分析-APP偏好-音乐 音乐 人群覆盖度 北京市大盘 TGI 在线音乐 74.88% 103 FM/电台 37.19% 115 K歌 17.27% 98 音乐播放器 9.83% 98 乐器 1.99% 114 铃声 0.28% 100 77.57% 42.78% 17.07% 9.72% 2.27% 0.28% 20221023-20231022期间到访“城市绿心公园”的流动人口中，音乐“在线音乐”的
20_raw_data/pdf/城市绿心公园区域大数据分析报告-20221023-20231022(1).pdf,page,90,1,22,20,12,0,Dream Deck A10人群画像分析-APP偏好-阅读 阅读 人群覆盖度 北京市大盘 TGI 新闻 71.55% 102 内容媒体 27.68% 103 电子书 26.03% 102 资讯 4.37% 102 门户 3.15% 128 73.21% 28.60% 26.68% 4.46% 4.04% 20221023-20231022期间到访“城市绿心公园”的流动人口中，阅读“新闻”的人群覆盖度最 高，为73.21%（北京市阅读“新
20_raw_data/pdf/城市绿心公园区域大数据分析报告-20221023-20231022(1).pdf,page,91,1,24,44,22,0,Dream Deck A10人群画像分析-设备偏好-手机品牌细分 0 5 10 15 20 25 30 35 40 华为 VIVO OPPO 苹果 小米 其他 荣耀 红米 三星 魅族 手机品牌细分 占比 北京市大盘 TGI 华为 35.35% 26.34% 134 VIVO 13.49% 10.62% 126 OPPO 12.90% 10.52% 122 苹果 10.12% 24.58% 41 小米 7.52% 7.42% 101 其他
20_raw_data/pdf/城市绿心公园区域大数据分析报告-20221023-20231022(1).pdf,page,92,1,24,58,22,0,Dream Deck A10人群画像分析-设备偏好-手机价格（分段）v2 手机价格（分段）v2 占比 北京市大盘 TGI 1001-2000 21.10% 101 2001-3000 18.22% 105 3001-4000 12.80% 116 6001-7000 12.15% 89 4001-5000 7.97% 124 5001-6000 8.80% 102 7001-8000 5.04% 97 >10000 4.23% 98 8
20_raw_data/pdf/奥林匹克森林公园区域大数据分析报告-20241230-202512291772157987.pdf,page,14,1,22,40,19,0,F20职住地覆盖距离分析 0-500米 501-1000米 1001-2000米 2001-3000米 3001-5000米 5001-10000米 10001-20000米 20000米以上 0% 5% 10% 15% 20% 25% 30% 35% 40% 45% 0.01% 0.01% 0.99% 3.23% 6.64% 22.27% 27.01% 39.83% 20241230-20251229期间到访“奥林匹克森林公园”1-3
20_raw_data/pdf/奥林匹克森林公园区域大数据分析报告-20241230-202512291772157987.pdf,page,15,1,22,40,19,0,F20职住地覆盖距离分析 0-500米 501-1000米 1001-2000米 2001-3000米 3001-5000米 5001-10000米 10001-20000米 20000米以上 0% 5% 10% 15% 20% 25% 30% 35% 40% 45% 0.00% 0.00% 0.57% 2.53% 6.09% 21.94% 27.10% 41.78% 20241230-20251229期间到访“奥林匹克森林公园”1-3
20_raw_data/pdf/奥林匹克森林公园区域大数据分析报告-20241230-202512291772157987.pdf,page,16,1,22,41,20,0,F20职住地覆盖距离分析 0-500米 501-1000米 1001-2000米 2001-3000米 3001-5000米 5001-10000米 10001-20000米 20000米以上 0% 5% 10% 15% 20% 25% 30% 35% 40% 45% 50% 0.00% 0.00% 0.92% 3.50% 8.07% 20.10% 22.06% 45.35% 20241230-20251229期间到访“奥林匹克森林公园
20_raw_data/pdf/奥林匹克森林公园区域大数据分析报告-20241230-202512291772157987.pdf,page,17,1,22,38,16,0,F20职住地覆盖距离分析 0-500米 501-1000米 1001-2000米 2001-3000米 3001-5000米 5001-10000米 10001-20000米 20000米以上 0% 5% 10% 15% 20% 25% 30% 0.04% 0.18% 6.87% 12.56% 12.43% 22.60% 24.81% 20.52% 20241230-20251229期间到访“奥林匹克森林公园”1-30次的工作人口中，居
20_raw_data/pdf/奥林匹克森林公园区域大数据分析报告-20241230-202512291772157987.pdf,page,18,1,22,41,20,0,F20职住地覆盖距离分析 0-500米 501-1000米 1001-2000米 2001-3000米 3001-5000米 5001-10000米 10001-20000米 20000米以上 0% 5% 10% 15% 20% 25% 30% 35% 40% 45% 50% 0.00% 0.00% 0.90% 3.49% 8.07% 20.10% 22.06% 45.38% 20241230-20251229期间到访“奥林匹克森林公园
