review_id,candidate_id,park_id,park_name,amap_poi_id,poi_name,standard_categories,amap_type,address,longitude,latitude,wgs84_longitude,wgs84_latitude,min_distance_m,distance_band,boundary_filter_status,p1_boundary_supply_status,boundary_filter_confidence,rating,cost_yuan,opentime_today,opentime_week,tel,pdf_seed_match_status,pdf_seed_poi_names,source_strength_status,opening_hours_status,contact_status,spend_status,business_info_status,route_access_status,operation_authorization_status,field_review_priority,candidate_use_status,recommended_next_action,review_notes
INPARK-REVIEW-001,AMAP-POI-0002,sample_city_green_heart,城市绿心森林公园,B0HUA54VCM,SP上品鲜生上品便利店,convenience_retail,购物服务;便民商店/便利店;便民商店/便利店,城市绿心活力汇西南门东南140米,116.719120,39.867642,116.71307839,39.86643512,830,501-1000m,inside_osm_polygon,boundary_filtered_in_park_candidate_needs_field_review,medium,3.9,,08:00-21:30,周一至周日 08:00-21:30,18221078401,not_in_pdf_seed,,amap_boundary_only,has_opening_hours,has_contact,missing_cost_yuan,amap_business_fields_sufficient_for_p1_review,needs_entrance_or_route_api_verification,needs_operator_or_field_confirmation,P1_key_category,p1_in_park_candidate_not_final_supply,核验是否实际营业；核验是否属于园内运营或可授权经营点；补入口/节点步行可达性；补消费价格或客单价口径,OSM polygon 内候选；仍需现场营业、入口路径和运营授权核验，不能直接进入最终供给结论。
INPARK-REVIEW-002,AMAP-POI-0003,sample_city_green_heart,城市绿心森林公园,B0I62DFQB4,童星屋游乐场,convenience_retail,体育休闲服务;休闲场所;游乐场|购物服务;购物相关场所;购物相关场所,绿心公园p11停车场向西100米,116.717717,39.866227,116.71167823,39.86502180,1028,1001-1500m,inside_osm_polygon,boundary_filtered_in_park_candidate_needs_field_review,medium,4.2,,09:30-20:00,周一至周日 09:30-20:00,13212123696,not_in_pdf_seed,,amap_boundary_only,has_opening_hours,has_contact,missing_cost_yuan,amap_business_fields_sufficient_for_p1_review,needs_entrance_or_route_api_verification,needs_operator_or_field_confirmation,P1_key_category,p1_in_park_candidate_not_final_supply,核验是否实际营业；核验是否属于园内运营或可授权经营点；补入口/节点步行可达性；补消费价格或客单价口径,OSM polygon 内候选；仍需现场营业、入口路径和运营授权核验，不能直接进入最终供给结论。
INPARK-REVIEW-003,AMAP-POI-0004,sample_city_green_heart,城市绿心森林公园,B0KALBDUJY,绿芯栈咖啡,coffee;cold_drink,餐饮服务;咖啡厅;咖啡厅,绿心路1号院3号楼北京城市图书馆二层,116.715067,39.884010,116.70903125,39.88280708,1424,1001-1500m,inside_osm_polygon,boundary_filtered_in_park_candidate_needs_field_review,medium,4.1,33.00,10:00-20:00,周二至周日 10:00-20:00,13601209620,not_in_pdf_seed,,amap_boundary_only,has_opening_hours,has_contact,has_cost_yuan,amap_business_fields_sufficient_for_p1_review,needs_entrance_or_route_api_verification,needs_operator_or_field_confirmation,P1_key_category,p1_in_park_candidate_not_final_supply,核验是否实际营业；核验是否属于园内运营或可授权经营点；补入口/节点步行可达性,OSM polygon 内候选；仍需现场营业、入口路径和运营授权核验，不能直接进入最终供给结论。
INPARK-REVIEW-004,AMAP-POI-0005,sample_city_green_heart,城市绿心森林公园,B0KK09EIAA,喜茶(北京通州三大馆店),cold_drink,餐饮服务;冷饮店;冷饮店,滨河中路22号DPONE源心b1-057喜茶,116.714336,39.881997,116.70830199,39.88079510,1293,1001-1500m,inside_osm_polygon,boundary_filtered_in_park_candidate_needs_field_review,medium,4.4,20.00,10:00-21:00,周一至周日 10:00-21:00,15011236705,not_in_pdf_seed,,amap_boundary_only,has_opening_hours,has_contact,has_cost_yuan,amap_business_fields_sufficient_for_p1_review,needs_entrance_or_route_api_verification,needs_operator_or_field_confirmation,P2_normal_field_review,p1_in_park_candidate_not_final_supply,核验是否实际营业；核验是否属于园内运营或可授权经营点；补入口/节点步行可达性,OSM polygon 内候选；仍需现场营业、入口路径和运营授权核验，不能直接进入最终供给结论。
INPARK-REVIEW-005,AMAP-POI-0006,sample_city_green_heart,城市绿心森林公园,B0KK2Z648N,肯德基(上码头路店),fast_food,餐饮服务;快餐厅;肯德基,城市副中心绿心源·心项目的B1-075号铺位,116.714309,39.882493,116.70827498,39.88129111,1335,1001-1500m,inside_osm_polygon,boundary_filtered_in_park_candidate_needs_field_review,medium,4.4,29.00,10:00-20:30,周一至周日 10:00-20:30,18010428609,not_in_pdf_seed,,amap_boundary_only,has_opening_hours,has_contact,has_cost_yuan,amap_business_fields_sufficient_for_p1_review,needs_entrance_or_route_api_verification,needs_operator_or_field_confirmation,P2_normal_field_review,p1_in_park_candidate_not_final_supply,核验是否实际营业；核验是否属于园内运营或可授权经营点；补入口/节点步行可达性,OSM polygon 内候选；仍需现场营业、入口路径和运营授权核验，不能直接进入最终供给结论。
INPARK-REVIEW-006,AMAP-POI-0007,sample_city_green_heart,城市绿心森林公园,B0KK3HHAAB,爷爷不泡茶(北京通州源·心店),cold_drink,餐饮服务;餐饮相关场所;餐饮相关,滨河中路22号DPOne源•心B1-067号,116.714485,39.882130,116.70845067,39.88092791,1295,1001-1500m,inside_osm_polygon,boundary_filtered_in_park_candidate_needs_field_review,medium,4.4,20.00,09:30-21:30,周一至周日 09:30-21:30,18101075828,not_in_pdf_seed,,amap_boundary_only,has_opening_hours,has_contact,has_cost_yuan,amap_business_fields_sufficient_for_p1_review,needs_entrance_or_route_api_verification,needs_operator_or_field_confirmation,P2_normal_field_review,p1_in_park_candidate_not_final_supply,核验是否实际营业；核验是否属于园内运营或可授权经营点；补入口/节点步行可达性,OSM polygon 内候选；仍需现场营业、入口路径和运营授权核验，不能直接进入最终供给结论。
INPARK-REVIEW-007,AMAP-POI-0008,sample_city_green_heart,城市绿心森林公园,B0L67C0G79,张拉拉手撕牛肉面,fast_food,餐饮服务;餐饮相关场所;餐饮相关,绿心路1号院6号-1层B1-066号,116.714966,39.882037,116.70893070,39.88083431,1259,1001-1500m,inside_osm_polygon,boundary_filtered_in_park_candidate_needs_field_review,medium,4.2,29.00,11:00-19:30,周一至周日 11:00-19:30,13260156910,not_in_pdf_seed,,amap_boundary_only,has_opening_hours,has_contact,has_cost_yuan,amap_business_fields_sufficient_for_p1_review,needs_entrance_or_route_api_verification,needs_operator_or_field_confirmation,P2_normal_field_review,p1_in_park_candidate_not_final_supply,核验是否实际营业；核验是否属于园内运营或可授权经营点；补入口/节点步行可达性,OSM polygon 内候选；仍需现场营业、入口路径和运营授权核验，不能直接进入最终供给结论。
INPARK-REVIEW-008,AMAP-POI-0009,sample_city_green_heart,城市绿心森林公园,B0L6HCI1CR,三元梅园(源心店),cold_drink,餐饮服务;甜品店;甜品店,北京城区上码头路DPOne源心商业负一层074号,116.714456,39.882090,116.70842173,39.88088794,1293,1001-1500m,inside_osm_polygon,boundary_filtered_in_park_candidate_needs_field_review,medium,4.0,24.00,10:00-22:00,周一至周日 10:00-22:00,13071125369,not_in_pdf_seed,,amap_boundary_only,has_opening_hours,has_contact,has_cost_yuan,amap_business_fields_sufficient_for_p1_review,needs_entrance_or_route_api_verification,needs_operator_or_field_confirmation,P2_normal_field_review,p1_in_park_candidate_not_final_supply,核验是否实际营业；核验是否属于园内运营或可授权经营点；补入口/节点步行可达性,OSM polygon 内候选；仍需现场营业、入口路径和运营授权核验，不能直接进入最终供给结论。
INPARK-REVIEW-009,AMAP-POI-0010,sample_city_green_heart,城市绿心森林公园,B0L6HCI1K7,陆记金圣生滚牛肉面(D.P.ONE源心店),fast_food,餐饮服务;中餐厅;中餐厅,张家湾镇绿心路1号院6号B1层59号,116.714421,39.882190,116.70838679,39.88098798,1303,1001-1500m,inside_osm_polygon,boundary_filtered_in_park_candidate_needs_field_review,medium,3.9,36.00,11:00-20:30,周二至周日 11:00-20:30,15712898582,not_in_pdf_seed,,amap_boundary_only,has_opening_hours,has_contact,has_cost_yuan,amap_business_fields_sufficient_for_p1_review,needs_entrance_or_route_api_verification,needs_operator_or_field_confirmation,P2_normal_field_review,p1_in_park_candidate_not_final_supply,核验是否实际营业；核验是否属于园内运营或可授权经营点；补入口/节点步行可达性,OSM polygon 内候选；仍需现场营业、入口路径和运营授权核验，不能直接进入最终供给结论。
INPARK-REVIEW-010,AMAP-POI-0011,sample_city_green_heart,城市绿心森林公园,B0L6P7DCSU,爷爷不泡茶NOYEYENOTEA(北京通州源·心店),cold_drink,餐饮服务;休闲餐饮场所;休闲餐饮场所,滨河中路22号DPOne源•心B1-067号,116.714525,39.882125,116.70849059,39.88092286,1292,1001-1500m,inside_osm_polygon,boundary_filtered_in_park_candidate_needs_field_review,medium,4.2,13.00,09:30-21:30,周一至周日 09:30-21:30,18101075828,not_in_pdf_seed,,amap_boundary_only,has_opening_hours,has_contact,has_cost_yuan,amap_business_fields_sufficient_for_p1_review,needs_entrance_or_route_api_verification,needs_operator_or_field_confirmation,P2_normal_field_review,p1_in_park_candidate_not_final_supply,核验是否实际营业；核验是否属于园内运营或可授权经营点；补入口/节点步行可达性,OSM polygon 内候选；仍需现场营业、入口路径和运营授权核验，不能直接进入最终供给结论。
INPARK-REVIEW-011,AMAP-POI-0012,sample_city_green_heart,城市绿心森林公园,B0L6YOTDL3,东田越南粉(北京通州DPONE源心广场店),fast_food,餐饮服务;外国餐厅;外国餐厅,上码头路D·P·One源·心负1层B1-065B号,116.714625,39.883375,116.70859023,39.88217267,1391,1001-1500m,inside_osm_polygon,boundary_filtered_in_park_candidate_needs_field_review,medium,4.3,68.00,11:00-20:00,周一至周日 11:00-20:00,010-80272899,not_in_pdf_seed,,amap_boundary_only,has_opening_hours,has_contact,has_cost_yuan,amap_business_fields_sufficient_for_p1_review,needs_entrance_or_route_api_verification,needs_operator_or_field_confirmation,P2_normal_field_review,p1_in_park_candidate_not_final_supply,核验是否实际营业；核验是否属于园内运营或可授权经营点；补入口/节点步行可达性,OSM polygon 内候选；仍需现场营业、入口路径和运营授权核验，不能直接进入最终供给结论。
INPARK-REVIEW-012,AMAP-POI-0013,sample_city_green_heart,城市绿心森林公园,B0LA5SQE15,棒约翰比萨(北京绿心公园店),fast_food,餐饮服务;快餐厅;快餐厅,永顺镇北京城市图书馆DPOne源·心商场(上码头路与惠林路交叉口)B1层-068号,116.714475,39.882179,116.70844068,39.88097692,1299,1001-1500m,inside_osm_polygon,boundary_filtered_in_park_candidate_needs_field_review,medium,4.3,55.00,10:00-22:00,周一至周日 10:00-22:00,15010162383,not_in_pdf_seed,,amap_boundary_only,has_opening_hours,has_contact,has_cost_yuan,amap_business_fields_sufficient_for_p1_review,needs_entrance_or_route_api_verification,needs_operator_or_field_confirmation,P2_normal_field_review,p1_in_park_candidate_not_final_supply,核验是否实际营业；核验是否属于园内运营或可授权经营点；补入口/节点步行可达性,OSM polygon 内候选；仍需现场营业、入口路径和运营授权核验，不能直接进入最终供给结论。
INPARK-REVIEW-013,AMAP-POI-0014,sample_city_green_heart,城市绿心森林公园,B0LB7DEX6I,必胜客(惠林路店),fast_food,餐饮服务;快餐厅;必胜客,北京城区城市副中心绿心源心项目的B1-053号,116.714196,39.881964,116.70816228,39.88076228,1299,1001-1500m,inside_osm_polygon,boundary_filtered_in_park_candidate_needs_field_review,medium,4.4,,09:30-20:00,周一至周日 09:30-20:00,18010479007,not_in_pdf_seed,,amap_boundary_only,has_opening_hours,has_contact,missing_cost_yuan,amap_business_fields_sufficient_for_p1_review,needs_entrance_or_route_api_verification,needs_operator_or_field_confirmation,P2_normal_field_review,p1_in_park_candidate_not_final_supply,核验是否实际营业；核验是否属于园内运营或可授权经营点；补入口/节点步行可达性；补消费价格或客单价口径,OSM polygon 内候选；仍需现场营业、入口路径和运营授权核验，不能直接进入最终供给结论。
INPARK-REVIEW-014,AMAP-POI-0015,sample_city_green_heart,城市绿心森林公园,B0LBNLTLX6,米村拌饭(通州源心店),fast_food,餐饮服务;中餐厅;中餐厅,北京城区绿心路1号院6号-1层B1-064号(下扶梯右转2号门进去),116.714174,39.882018,116.70814032,39.88081630,1304,1001-1500m,inside_osm_polygon,boundary_filtered_in_park_candidate_needs_field_review,medium,4.6,37.00,10:00-20:00,周一至周日 10:00-20:00,15936065827,not_in_pdf_seed,,amap_boundary_only,has_opening_hours,has_contact,has_cost_yuan,amap_business_fields_sufficient_for_p1_review,needs_entrance_or_route_api_verification,needs_operator_or_field_confirmation,P2_normal_field_review,p1_in_park_candidate_not_final_supply,核验是否实际营业；核验是否属于园内运营或可授权经营点；补入口/节点步行可达性,OSM polygon 内候选；仍需现场营业、入口路径和运营授权核验，不能直接进入最终供给结论。
INPARK-REVIEW-015,AMAP-POI-0016,sample_city_green_heart,城市绿心森林公园,B0LRHZ82NP,梦奥体育,sports_supply,体育休闲服务;体育休闲服务场所;体育休闲服务场所,绿心路与运兴路交叉口西北200米,116.719038,39.868211,116.71299647,39.86700419,784,501-1000m,inside_osm_polygon,boundary_filtered_in_park_candidate_needs_field_review,medium,2.5,,,,,not_in_pdf_seed,,amap_boundary_only,missing_opening_hours,missing_contact,missing_cost_yuan,amap_business_fields_partial,needs_entrance_or_route_api_verification,needs_operator_or_field_confirmation,P0_missing_business_fields,p1_in_park_candidate_not_final_supply,核验是否实际营业；核验是否属于园内运营或可授权经营点；补入口/节点步行可达性；补营业时间；补联系电话或公开联系方式；补消费价格或客单价口径,OSM polygon 内候选；仍需现场营业、入口路径和运营授权核验，不能直接进入最终供给结论。
INPARK-REVIEW-016,AMAP-POI-0026,sample_olympic_forest,奥林匹克森林公园,B000A9JN28,加加游(奥森店),fast_food,餐饮服务;快餐厅;快餐厅,科荟路33号奥林匹克森林公园南园南门入口东侧,116.393433,40.011695,116.38717751,40.01028852,780,501-1000m,inside_osm_polygon,boundary_filtered_in_park_candidate_needs_field_review,medium,4.2,20.00,07:00-21:00,周一至周日 07:00-21:00,18686818172,not_in_pdf_seed,,amap_boundary_only,has_opening_hours,has_contact,has_cost_yuan,amap_business_fields_sufficient_for_p1_review,needs_entrance_or_route_api_verification,needs_operator_or_field_confirmation,P2_normal_field_review,p1_in_park_candidate_not_final_supply,核验是否实际营业；核验是否属于园内运营或可授权经营点；补入口/节点步行可达性,OSM polygon 内候选；仍需现场营业、入口路径和运营授权核验，不能直接进入最终供给结论。
INPARK-REVIEW-017,AMAP-POI-0039,sample_olympic_forest,奥林匹克森林公园,B0FFGJOSNQ,来跑吧运动服务中心(奥森店),sports_supply,购物服务;体育用品店;体育用品店,奥林匹克森林公园南园(东南角),116.396698,40.010826,116.39044155,40.00941850,951,501-1000m,inside_osm_polygon,boundary_filtered_in_park_candidate_needs_field_review,medium,4.2,,08:00-21:00,周一至周日 08:00-21:00,010-64529385,not_in_pdf_seed,,amap_boundary_only,has_opening_hours,has_contact,missing_cost_yuan,amap_business_fields_sufficient_for_p1_review,needs_entrance_or_route_api_verification,needs_operator_or_field_confirmation,P1_key_category,p1_in_park_candidate_not_final_supply,核验是否实际营业；核验是否属于园内运营或可授权经营点；补入口/节点步行可达性；补消费价格或客单价口径,OSM polygon 内候选；仍需现场营业、入口路径和运营授权核验，不能直接进入最终供给结论。
INPARK-REVIEW-018,AMAP-POI-0044,sample_olympic_forest,奥林匹克森林公园,B0FFHFXOWW,大成仓网羽(国网南区店),sports_supply,购物服务;体育用品店;体育用品店,林萃路2号奥林匹克森林公园南园(网球馆A馆/K区前台旁边),116.376539,40.011575,116.37029760,40.01018076,1546,1501-3000m,inside_osm_polygon,boundary_filtered_in_park_candidate_needs_field_review,medium,4.4,,09:00-20:00,周六至周日 09:00-20:00；周一至周五 13:00-20:00,18501070730,not_in_pdf_seed,,amap_boundary_only,has_opening_hours,has_contact,missing_cost_yuan,amap_business_fields_sufficient_for_p1_review,needs_entrance_or_route_api_verification,needs_operator_or_field_confirmation,P1_key_category,p1_in_park_candidate_not_final_supply,核验是否实际营业；核验是否属于园内运营或可授权经营点；补入口/节点步行可达性；补消费价格或客单价口径,OSM polygon 内候选；仍需现场营业、入口路径和运营授权核验，不能直接进入最终供给结论。
INPARK-REVIEW-019,AMAP-POI-0045,sample_olympic_forest,奥林匹克森林公园,B0FFHOC9PO,特步跑步俱乐部(奥林匹克森林公园店),sports_supply,购物服务;体育用品店;体育用品店,科荟路奥林匹克森林公园内(南侧),116.391624,40.011638,116.38536935,40.01023230,780,501-1000m,inside_osm_polygon,boundary_filtered_in_park_candidate_needs_field_review,medium,4.5,,06:30-21:30,周一至周日 06:30-21:30,010-64529381,matched_pdf_seed,跑步俱乐部(奥林匹克森林公园店),pdf_seed_plus_amap_boundary,has_opening_hours,has_contact,missing_cost_yuan,amap_business_fields_sufficient_for_p1_review,needs_entrance_or_route_api_verification,needs_operator_or_field_confirmation,P0_pdf_seed_boundary_match,p1_in_park_candidate_not_final_supply,核验是否实际营业；核验是否属于园内运营或可授权经营点；补入口/节点步行可达性；补消费价格或客单价口径；回连 PDF 热门到访种子，确认名称是否同一商户,OSM polygon 内候选；仍需现场营业、入口路径和运营授权核验，不能直接进入最终供给结论。
INPARK-REVIEW-020,AMAP-POI-0065,sample_olympic_forest,奥林匹克森林公园,B0FFLJUFYD,奥林匹克森林公园北园-商卖,convenience_retail,风景名胜;风景名胜相关;旅游景点,安立路奥林匹克森林公园北园体育园内,116.407780,40.030533,116.40152173,40.02912443,1878,1501-3000m,inside_osm_polygon,boundary_filtered_in_park_candidate_needs_field_review,medium,3.1,,,,,not_in_pdf_seed,,amap_boundary_only,missing_opening_hours,missing_contact,missing_cost_yuan,amap_business_fields_partial,needs_entrance_or_route_api_verification,needs_operator_or_field_confirmation,P0_missing_business_fields,p1_in_park_candidate_not_final_supply,核验是否实际营业；核验是否属于园内运营或可授权经营点；补入口/节点步行可达性；补营业时间；补联系电话或公开联系方式；补消费价格或客单价口径,OSM polygon 内候选；仍需现场营业、入口路径和运营授权核验，不能直接进入最终供给结论。
INPARK-REVIEW-021,AMAP-POI-0073,sample_olympic_forest,奥林匹克森林公园,B0GDHR1ZIU,圣维岚运动装备奥森店,sports_supply,购物服务;体育用品店;体育用品店,黑泉路103号,116.376762,40.026886,116.37051837,40.02549082,1602,1501-3000m,inside_osm_polygon,boundary_filtered_in_park_candidate_needs_field_review,medium,4.3,,08:00-20:00,周一至周日 08:00-20:00,010-64529287,matched_pdf_seed,圣维岚运动装备(奥森店),pdf_seed_plus_amap_boundary,has_opening_hours,has_contact,missing_cost_yuan,amap_business_fields_sufficient_for_p1_review,needs_entrance_or_route_api_verification,needs_operator_or_field_confirmation,P0_pdf_seed_boundary_match,p1_in_park_candidate_not_final_supply,核验是否实际营业；核验是否属于园内运营或可授权经营点；补入口/节点步行可达性；补消费价格或客单价口径；回连 PDF 热门到访种子，确认名称是否同一商户,OSM polygon 内候选；仍需现场营业、入口路径和运营授权核验，不能直接进入最终供给结论。
INPARK-REVIEW-022,AMAP-POI-0075,sample_olympic_forest,奥林匹克森林公园,B0GRKX6LJN,LAWSON罗森(奥林匹克森林公园北园店),convenience_retail,购物服务;便民商店/便利店;便民商店/便利店,科荟路33号奥林匹克森林公园北园(东侧),116.406125,40.031554,116.39986606,40.03014506,1867,1501-3000m,inside_osm_polygon,boundary_filtered_in_park_candidate_needs_field_review,medium,4.0,,07:00-20:00,周一至周日 07:00-20:00,15811085203,matched_pdf_seed,罗森(奥林匹克森林公园北园店),pdf_seed_plus_amap_boundary,has_opening_hours,has_contact,missing_cost_yuan,amap_business_fields_sufficient_for_p1_review,needs_entrance_or_route_api_verification,needs_operator_or_field_confirmation,P0_pdf_seed_boundary_match,p1_in_park_candidate_not_final_supply,核验是否实际营业；核验是否属于园内运营或可授权经营点；补入口/节点步行可达性；补消费价格或客单价口径；回连 PDF 热门到访种子，确认名称是否同一商户,OSM polygon 内候选；仍需现场营业、入口路径和运营授权核验，不能直接进入最终供给结论。
INPARK-REVIEW-023,AMAP-POI-0076,sample_olympic_forest,奥林匹克森林公园,B0GRLUMSG1,攥住腰餐厅(奥林匹克森林公园店),restaurant,餐饮服务;餐饮相关场所;餐饮相关,北京城区科荟路33号4幢(距离奥森南园北门停车场100米),116.405446,40.021074,116.39918823,40.01966547,1164,1001-1500m,inside_osm_polygon,boundary_filtered_in_park_candidate_needs_field_review,medium,4.6,97.00,09:30-20:00 09:30-20:00,周一至周日 09:30-20:00 2026-05-01至2026-05-05 周一至周日 09:30-20:00,010-68052228;13260199737;13401049410,not_in_pdf_seed,,amap_boundary_only,has_opening_hours,has_contact,has_cost_yuan,amap_business_fields_sufficient_for_p1_review,needs_entrance_or_route_api_verification,needs_operator_or_field_confirmation,P2_normal_field_review,p1_in_park_candidate_not_final_supply,核验是否实际营业；核验是否属于园内运营或可授权经营点；补入口/节点步行可达性,OSM polygon 内候选；仍需现场营业、入口路径和运营授权核验，不能直接进入最终供给结论。
INPARK-REVIEW-024,AMAP-POI-0130,sample_olympic_forest,奥林匹克森林公园,B0K3BSDWLT,CCM冰球护具店(奥林匹克森林公园北园店),sports_supply,购物服务;购物相关场所;购物相关场所,清林路奥林匹克森林公园北园北门ccm冰球护具店,116.408494,40.032137,116.40223581,40.03072853,2048,1501-3000m,inside_osm_polygon,boundary_filtered_in_park_candidate_needs_field_review,medium,3.8,,14:00-20:00,周一至周五 14:00-20:00；周六至周日 10:00-20:00,19261030886,not_in_pdf_seed,,amap_boundary_only,has_opening_hours,has_contact,missing_cost_yuan,amap_business_fields_sufficient_for_p1_review,needs_entrance_or_route_api_verification,needs_operator_or_field_confirmation,P1_key_category,p1_in_park_candidate_not_final_supply,核验是否实际营业；核验是否属于园内运营或可授权经营点；补入口/节点步行可达性；补消费价格或客单价口径,OSM polygon 内候选；仍需现场营业、入口路径和运营授权核验，不能直接进入最终供给结论。
INPARK-REVIEW-025,AMAP-POI-0144,sample_olympic_forest,奥林匹克森林公园,B0KBNSI98Z,以沫咖啡,coffee;cold_drink,餐饮服务;咖啡厅;咖啡厅,奥体森林公园南门西侧以沫咖啡,116.391469,40.011902,116.38521439,40.01049636,751,501-1000m,inside_osm_polygon,boundary_filtered_in_park_candidate_needs_field_review,medium,4.1,29.00,,,,not_in_pdf_seed,,amap_boundary_only,missing_opening_hours,missing_contact,has_cost_yuan,amap_business_fields_partial,needs_entrance_or_route_api_verification,needs_operator_or_field_confirmation,P0_missing_business_fields,p1_in_park_candidate_not_final_supply,核验是否实际营业；核验是否属于园内运营或可授权经营点；补入口/节点步行可达性；补营业时间；补联系电话或公开联系方式,OSM polygon 内候选；仍需现场营业、入口路径和运营授权核验，不能直接进入最终供给结论。
INPARK-REVIEW-026,AMAP-POI-0190,sample_olympic_forest,奥林匹克森林公园,B0L3X50L1E,赛百味(北顶奥森店),fast_food,餐饮服务;快餐厅;快餐厅,林萃路4号,116.381425,40.016925,116.37517745,40.01552587,934,501-1000m,inside_osm_polygon,boundary_filtered_in_park_candidate_needs_field_review,medium,2.5,27.00,08:30-19:00,周一至周五 08:30-19:00；周六至周日 08:30-20:00,,not_in_pdf_seed,,amap_boundary_only,has_opening_hours,missing_contact,has_cost_yuan,amap_business_fields_partial,needs_entrance_or_route_api_verification,needs_operator_or_field_confirmation,P0_missing_business_fields,p1_in_park_candidate_not_final_supply,核验是否实际营业；核验是否属于园内运营或可授权经营点；补入口/节点步行可达性；补联系电话或公开联系方式,OSM polygon 内候选；仍需现场营业、入口路径和运营授权核验，不能直接进入最终供给结论。
